,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
HNRNPUL2,0.5382,0.4618,0.1530983382984682,0.0005872736,0.00057009945,0.0,0.25,0.04791555,0.057579994,0.39980403,-1.3119507,1.3911047,0.66087985,0.63442427,0.905,0.86,6.100468,5.785161,False,18 vs 08,18,08
TRPS1,0.5374,0.4626,0.1498799433752176,0.0015683699,0.0016372637,0.0,0.25,-0.06292925,-0.07919359,0.4149527,-1.5467672,1.4674654,1.4698257,1.6600305,0.9825,0.9975,13.574163,15.231127,False,18 vs 08,18,08
FAAP100,0.5374,0.4626,0.1498799433752176,0.00018634481,0.00018058212,0.0,0.25,0.04980621,0.044764996,0.41948456,-1.3189678,1.6081076,0.14949162,0.17380014,0.41,0.4725,1.408831,1.6325619,False,18 vs 08,18,08
LINC02210,0.5372,0.4628,0.1490754663369963,8.828477e-05,9.031608e-05,0.0,0.25,-0.037155323,-0.046173096,0.42155096,-1.9006319,1.430273,0.16455206,0.15381137,0.425,0.425,1.5440744,1.4199332,False,18 vs 08,18,08
NEAT1,0.537,0.46299999999999997,0.14827103744633263,0.0020613198,0.0019894934,0.0,0.25,0.048317004,0.046936512,0.40559444,-1.389801,1.4925661,2.0724046,2.063776,0.9975,0.9925,19.25712,19.06508,False,18 vs 08,18,08
CALU,0.537,0.46299999999999997,0.14827103744633263,0.0004715685,0.00048546004,0.0,0.25,-0.048067603,-0.043120384,0.41586906,-1.5536919,1.8166008,0.59492755,0.5902187,0.8375,0.845,5.4601164,5.365895,False,18 vs 08,18,08
TPD52,0.5364,0.4636,0.14585803701441158,0.0013428308,0.0013016904,0.0,0.25,0.045892216,0.042321682,0.4056391,-1.2759905,1.6030483,1.2997357,1.2024112,0.9825,0.9675,12.187649,11.108869,False,18 vs 08,18,08
GSE1,0.5364,0.4636,0.14585803701441158,0.00123367,0.0012250532,0.0,0.25,0.012580793,-0.0006623268,0.3973833,-1.3368168,1.3063211,1.4922523,1.4889855,0.99,0.995,13.8822365,13.740662,False,18 vs 08,18,08
ABCA5,0.5364,0.4636,0.14585803701441158,8.9786896e-05,8.954525e-05,0.0,0.25,0.009369145,0.008194923,0.45079678,-1.8363695,1.6322155,0.13217704,0.14238921,0.3725,0.3825,1.2194173,1.2737341,False,18 vs 08,18,08
IQCB1,0.536,0.46399999999999997,0.1442496059495394,0.00015413587,0.0001785319,0.0,0.25,-0.21696787,-0.21629047,0.32385546,-1.4270716,0.9308319,0.13441299,0.15539558,0.3825,0.415,1.2221547,1.4409219,False,18 vs 08,18,08
DYNLL1,0.5358,0.46419999999999995,0.14344546039141393,0.0021068444,0.0021742266,0.0,0.25,-0.045869436,-0.036398888,0.3956532,-1.3455591,1.0467958,2.1319,2.487712,1.0,1.0,20.367743,23.46126,False,18 vs 08,18,08
PRKCE,0.5358,0.46419999999999995,0.14344546039141393,0.000101237274,0.00010271217,0.0,0.25,-0.012972438,-0.022308826,0.43798572,-1.6196957,1.7807465,0.11944651,0.12763272,0.34,0.3575,1.1226509,1.1815274,False,18 vs 08,18,08
EPOP,0.5356,0.46440000000000003,0.14264136113076975,0.0001172925,0.000104820385,0.0,0.25,0.16644326,0.16199207,0.3695667,-1.2359238,1.7034798,0.13590379,0.15732232,0.36,0.4075,1.2695088,1.4327676,False,18 vs 08,18,08
WSB2,0.5354,0.4646,0.1418373079036761,0.00050350797,0.00050326035,0.0,0.25,-0.0022245175,-0.022408009,0.41503018,-1.3303928,1.309,0.49852198,0.5385544,0.85,0.8425,4.631203,4.9619694,False,18 vs 08,18,08
CBFA2T2,0.5352,0.4648,0.14103330044629125,0.00010142964,0.00010009319,0.0,0.25,0.022687478,0.013842106,0.41318214,-1.7822151,1.8546534,0.13871679,0.13742498,0.3725,0.375,1.264,1.2521682,False,18 vs 08,18,08
AL133216.2,0.535,0.46499999999999997,0.14022933849486297,8.115889e-05,7.5879034e-05,0.0,0.25,0.09208564,0.095489025,0.44175938,-1.943821,2.6274471,0.047804203,0.05958189,0.14,0.175,0.45173252,0.5860876,False,18 vs 08,18,08
TLE1,0.535,0.46499999999999997,0.14022933849486297,0.00043122534,0.00045657114,0.0,0.25,-0.083070256,-0.09528732,0.3903021,-1.2702284,1.4634829,0.32473418,0.35893485,0.64,0.69,2.9726233,3.322064,False,18 vs 08,18,08
CDH1,0.5344,0.4656,0.13781772304011963,0.0008843602,0.0008623823,0.0,0.25,0.038152985,0.030409336,0.4314085,-1.5013552,1.439846,0.96191955,0.881158,0.9475,0.9175,8.908635,8.125095,False,18 vs 08,18,08
KRT19,0.5342,0.4658,0.1370139404767593,0.0035088176,0.00346116,0.0,0.25,0.0155145,0.030465126,0.39290088,-1.2829342,1.219625,3.8949444,3.7385428,1.0,1.0,37.33965,35.44453,False,18 vs 08,18,08
MSRB1,0.534,0.46599999999999997,0.13621020210191348,0.0005188479,0.00047836627,0.0,0.25,0.11523959,0.11545038,0.37383077,-1.0126781,1.3060284,0.6678173,0.5185222,0.8825,0.8375,6.302357,4.8497176,False,18 vs 08,18,08
TOM1L2,0.5338,0.46619999999999995,0.13540650765235407,0.00014523017,0.00013048053,0.0,0.25,0.15555888,0.16046524,0.3684186,-1.6167831,1.5121756,0.12574074,0.14030983,0.335,0.3775,1.1919435,1.2956473,False,18 vs 08,18,08
AGO2,0.5338,0.46619999999999995,0.13540650765235407,0.00059780886,0.0006218015,0.0,0.25,-0.062746145,-0.061843395,0.39924863,-1.4035177,1.426012,0.63691175,0.66410565,0.8725,0.8975,5.844524,6.0670385,False,18 vs 08,18,08
ANXA2,0.533,0.46699999999999997,0.13219216384539734,0.001155888,0.0011771147,0.0,0.25,-0.026675452,-0.0125489235,0.396067,-1.3698587,1.0944109,1.4265193,1.3585281,0.99,0.9975,13.63042,12.787869,False,18 vs 08,18,08
ZDHHC7,0.5326,0.46740000000000004,0.13058524865594023,0.00050325773,0.00048589899,0.0,0.25,0.052223198,0.058764458,0.4253677,-1.5423079,1.5810232,0.52533686,0.49932313,0.81,0.8075,4.858759,4.614776,False,18 vs 08,18,08
PRKCD,0.5324,0.4676,0.12978185432011358,0.00031372235,0.00029715215,0.0,0.25,0.08218495,0.09239483,0.3987633,-1.5414133,1.57615,0.3387973,0.35954657,0.6725,0.7,3.163265,3.3448713,False,18 vs 08,18,08
DTNB,0.532,0.46799999999999997,0.12817519085346907,7.234489e-05,7.909731e-05,0.0,0.25,-0.13527617,-0.1360836,0.41707423,-1.6793661,1.762742,0.06146997,0.07786918,0.195,0.23,0.58492917,0.7402014,False,18 vs 08,18,08
GCLC,0.5314,0.4686,0.12576550473007175,0.0005441352,0.000554356,0.0,0.25,-0.020814996,-0.026084423,0.42135358,-1.862011,1.6371794,0.5087788,0.53990424,0.81,0.8175,4.7287035,4.9279876,False,18 vs 08,18,08
SNAPC1,0.5308,0.46919999999999995,0.12335618320534703,0.0001767449,0.00018881114,0.0,0.25,-0.092869036,-0.091070175,0.38021073,-1.4300776,0.98545265,0.17213406,0.19574477,0.4375,0.47,1.6212125,1.8066964,False,18 vs 08,18,08
SOGA1,0.5306,0.46940000000000004,0.12255315582951287,0.00042323908,0.0004115605,0.0,0.25,0.04344245,0.035694122,0.42932913,-1.38239,1.4464788,0.39297944,0.4514367,0.745,0.7675,3.6452858,4.13609,False,18 vs 08,18,08
ITPKC,0.5302,0.4698,0.12094721920526663,0.00014782482,0.00014441212,0.0,0.25,0.025199207,0.025918007,0.4448123,-2.1193037,1.7053261,0.14464347,0.15104488,0.38,0.3925,1.358691,1.3765427,False,18 vs 08,18,08
DUT,0.53,0.47,0.12014430943339227,0.0012994854,0.0013304962,0.0,0.25,-0.030334882,-0.037805557,0.44794643,-1.6624088,1.6365156,1.3032651,1.3339771,0.9725,0.9775,12.351192,12.479462,False,18 vs 08,18,08
RPL8,0.5294,0.4706,0.11773581113957876,0.004021232,0.004119556,0.0,0.25,-0.037436415,-0.028445482,0.38829884,-1.3592501,1.2245831,3.7581081,3.8333106,1.0,1.0,36.011383,36.276615,False,18 vs 08,18,08
VAV3,0.528,0.472,0.1121172958736596,0.0008281544,0.0008498602,0.0,0.25,-0.03246508,-0.028330326,0.41978052,-1.7681236,1.6799316,1.1287562,1.153973,0.9675,0.9575,10.612446,10.69582,False,18 vs 08,18,08
SELENBP1,0.5276,0.47240000000000004,0.1105123343052038,0.00050394156,0.00051654695,0.0,0.25,-0.03881408,-0.043106556,0.409726,-1.5051746,1.4407339,0.41915435,0.47697726,0.7625,0.7975,3.9908621,4.4952564,False,18 vs 08,18,08
KLHL18,0.5276,0.47240000000000004,0.1105123343052038,0.0001686467,0.00015416201,0.0,0.25,0.13613942,0.12432051,0.38011983,-1.1544123,1.6075058,0.13380063,0.1055301,0.355,0.2775,1.2606683,0.9734787,False,18 vs 08,18,08
IGFBP4,0.5272,0.4728,0.10890751491395045,0.0011946256,0.0012531304,0.0,0.25,-0.07190632,-0.05987835,0.38538677,-1.3948412,1.152132,0.94261533,1.0193721,0.94,0.95,8.875996,9.551475,False,18 vs 08,18,08
PPM1F,0.5272,0.4728,0.10890751491395045,0.00010804066,0.000113057446,0.0,0.25,-0.06368514,-0.06431198,0.38518324,-1.4779739,1.3020039,0.080264226,0.11556875,0.25,0.315,0.7535218,1.077035,False,18 vs 08,18,08
SUFU,0.5266,0.47340000000000004,0.10650054784828566,8.9356625e-05,9.409125e-05,0.0,0.25,-0.06949101,-0.069749355,0.39021876,-1.3191519,1.4732971,0.10054603,0.13698916,0.3,0.37,0.93382645,1.2749878,False,18 vs 08,18,08
OAT,0.5262,0.4738,0.1048960747797365,0.0007570237,0.00074267166,0.0,0.25,0.030932056,0.02960062,0.39512742,-1.2474184,1.528018,0.6508994,0.73505384,0.8925,0.915,6.12182,6.8237476,False,18 vs 08,18,08
KPNB1,0.5262,0.4738,0.1048960747797365,0.0009874156,0.0009871573,0.0,0.25,-0.0013504017,-0.0044374466,0.37036783,-0.9942131,1.3425941,0.995825,1.0036231,0.95,0.9875,9.190788,9.25606,False,18 vs 08,18,08
RRAGC,0.5254,0.4746,0.10168753121251894,0.00017971241,0.00016995615,0.0,0.25,0.083814636,0.077801704,0.40338573,-1.4514332,1.68332,0.20225587,0.16128798,0.495,0.445,1.8969493,1.4797603,False,18 vs 08,18,08
SIRT2,0.5254,0.4746,0.10168753121251894,0.00014833204,0.00014414956,0.0,0.25,0.04000659,0.043091297,0.38966545,-1.3540068,1.4997206,0.17911373,0.18194884,0.465,0.47,1.6930664,1.7128961,False,18 vs 08,18,08
GTF2IRD1,0.5252,0.4748,0.1008854776719943,0.00015991312,0.00016544916,0.0,0.25,-0.044060588,-0.040798664,0.4112302,-1.4136276,1.6509418,0.16956343,0.20872909,0.43,0.4875,1.5603856,1.9193759,False,18 vs 08,18,08
STC2,0.5244,0.4756,0.09767758511625846,0.002231271,0.002101906,0.0,0.25,0.0876002,0.09025335,0.40422127,-1.3518219,1.7030487,1.8813952,1.8414959,0.9925,0.9975,17.826756,17.253119,False,18 vs 08,18,08
FAM102A,0.5234,0.4766,0.0936684235552947,0.00063400157,0.00059914537,0.0,0.25,0.085603684,0.093788624,0.38429117,-1.2780724,1.6219683,0.8480772,0.8176311,0.9375,0.9425,7.9627395,7.660862,False,18 vs 08,18,08
CRABP2,0.5232,0.4768,0.09286668253184449,0.0023989594,0.0023957812,0.0,0.25,0.0004841261,0.005967617,0.4023159,-1.4093122,1.3444414,2.1899853,2.3958745,0.995,0.9975,20.99447,22.557335,False,18 vs 08,18,08
PHF14,0.5228,0.47719999999999996,0.0912632896985055,0.00046463517,0.00046692995,0.0,0.25,-0.00088169746,0.0022878647,0.39152166,-1.3885813,1.4324608,0.38596645,0.43274966,0.72,0.77,3.5845914,3.9837873,False,18 vs 08,18,08
TOR1AIP2,0.5214,0.4786,0.0856523243099866,0.0008408605,0.00088304613,0.0,0.25,-0.071825616,-0.07133436,0.39663813,-1.6685724,1.6385145,0.9079822,1.0111091,0.9375,0.9625,8.405737,9.286932,False,18 vs 08,18,08
ESYT2,0.5212,0.4788,0.08485086986781765,0.0006877124,0.00062845537,0.0,0.25,0.12758009,0.12244034,0.3892425,-1.1796885,1.6981592,0.5962943,0.64735067,0.8825,0.8625,5.5258217,5.9786906,False,18 vs 08,18,08
CLDN4,0.5204,0.4796,0.08164532185026985,0.0010844577,0.00097147864,0.0,0.25,0.16034275,0.1665883,0.34361178,-1.2815676,1.464839,1.1776321,1.2296704,0.9725,0.9725,11.155641,11.543842,False,18 vs 08,18,08
GAPDH,0.5188,0.48119999999999996,0.07523546683563598,0.0042184805,0.0042054094,0.0,0.25,0.0037465706,0.013480902,0.37127498,-1.1003451,1.052547,3.4393172,3.384185,1.0,1.0,32.894135,31.992424,False,18 vs 08,18,08
SRGAP2,0.5186,0.48140000000000005,0.07443434626553036,0.0005060306,0.0005107196,0.0,0.25,-0.010465791,-0.022323132,0.38322526,-1.297926,1.7041607,0.5328558,0.620284,0.83,0.8825,4.9417396,5.6742315,False,18 vs 08,18,08
RNF24,0.5186,0.48140000000000005,0.07443434626553036,0.00011543746,0.0001011246,0.0,0.25,0.19258419,0.18889713,0.3405712,-1.0390253,1.7608509,0.13857938,0.14484237,0.3725,0.385,1.3010657,1.3358389,False,18 vs 08,18,08
CST3,0.5184,0.48160000000000003,0.07363324956945749,0.0021477968,0.0021175442,0.0,0.25,0.017237477,0.023937702,0.37061477,-1.1472225,1.2120104,2.2848082,2.179661,1.0,1.0,21.835745,20.602798,False,18 vs 08,18,08
SLC3A2,0.5182,0.4818,0.07283217648930695,0.0010446714,0.0010440635,0.0,0.25,0.0027151809,0.013263702,0.39533275,-1.5938721,1.3021412,1.003904,0.93530166,0.98,0.95,9.538728,8.78551,False,18 vs 08,18,08
ZBTB7B,0.517,0.483,0.06802621949428267,0.0002348311,0.00021185131,0.0,0.25,0.14257611,0.13971281,0.37535417,-1.5903454,1.8126268,0.1732795,0.18802784,0.4425,0.465,1.6172538,1.7402927,False,18 vs 08,18,08
CAPN15,0.5168,0.48319999999999996,0.06722530450226816,0.00012877308,0.00012812938,0.0,0.25,0.0046728356,0.017131329,0.37777707,-1.2874231,1.443593,0.16605087,0.16773617,0.44,0.43,1.5380347,1.564886,False,18 vs 08,18,08
DHTKD1,0.5168,0.48319999999999996,0.06722530450226816,0.0011759065,0.0012065755,0.0,0.25,-0.042710546,-0.038829803,0.40970573,-1.4783907,1.9706516,1.0801401,1.2297364,0.955,0.9775,9.933212,11.275514,False,18 vs 08,18,08
TXNRD1,0.5158,0.48419999999999996,0.06322104767802306,0.0006357211,0.00060546095,0.0,0.25,0.07219961,0.07714081,0.38206923,-1.328763,1.3687115,0.66766816,0.59453577,0.87,0.85,6.206367,5.4203444,False,18 vs 08,18,08
CTNND1,0.5156,0.48440000000000005,0.062420258136879014,0.0006243179,0.0006396747,0.0,0.25,-0.040213455,-0.047064304,0.38170815,-1.3709984,1.2044754,0.67199683,0.69457483,0.89,0.8975,6.188406,6.344356,False,18 vs 08,18,08
NAGPA,0.5144,0.48560000000000003,0.057615932025164796,0.00011815988,0.00010574281,0.0,0.25,0.16180505,0.16012669,0.3818192,-1.346035,1.9285116,0.15131353,0.11676552,0.3925,0.33,1.4311104,1.0758494,False,18 vs 08,18,08
METTL7A,0.5142,0.4858,0.05681527712680012,0.0010554384,0.0011009226,0.0,0.25,-0.060736187,-0.070898056,0.38851714,-1.4381523,1.2789106,1.1032383,1.2841839,0.9725,0.98,10.30614,11.86958,False,18 vs 08,18,08
LARP1,0.5138,0.48619999999999997,0.05521402168891887,0.0007886379,0.0007768331,0.0,0.25,0.019814985,0.0043001175,0.3749307,-1.2937651,1.1468973,0.80933464,0.78100175,0.93,0.935,7.4615517,7.182936,False,18 vs 08,18,08
ZNF75A,0.5136,0.48640000000000005,0.05441342063498855,0.00014351489,0.00014678303,0.0,0.25,-0.031986736,-0.028224468,0.38328516,-1.2850161,1.2264833,0.2071091,0.16667351,0.485,0.4175,1.8879029,1.5289328,False,18 vs 08,18,08
SMIM14,0.5126,0.48740000000000006,0.05041067173022429,0.00051783165,0.0005363063,0.0,0.25,-0.058104523,-0.07135439,0.38239828,-1.3096476,1.3803911,0.5537219,0.64314216,0.8275,0.88,5.1747675,5.925726,False,18 vs 08,18,08
EEF1AKMT1,0.5124,0.48760000000000003,0.04961017142285218,7.464613e-05,7.59714e-05,0.0,0.25,-0.017017359,-0.0087480545,0.37902585,-1.4349861,1.6846161,0.10899252,0.09417101,0.2975,0.2825,1.0491966,0.8957828,False,18 vs 08,18,08
MAP7D1,0.512,0.488,0.048009218225807504,0.00033765868,0.00030333328,0.0,0.25,0.1591577,0.1599083,0.35930806,-1.3367815,1.5185862,0.33557644,0.28907302,0.685,0.6225,3.138011,2.6558602,False,18 vs 08,18,08
IDH2,0.5116,0.48839999999999995,0.04640832653963867,0.001289717,0.0012737093,0.0,0.25,0.022190344,0.028461933,0.37794217,-1.4270096,1.404871,1.3609914,1.300139,0.99,0.9925,12.869453,12.204501,False,18 vs 08,18,08
FASN,0.5116,0.48839999999999995,0.04640832653963867,0.0022190446,0.0019645854,0.0,0.25,0.1704713,0.17926264,0.3249786,-1.3163147,1.3457842,2.3395867,2.0501251,1.0,1.0,22.14712,19.242468,False,18 vs 08,18,08
RPS18,0.5114,0.48860000000000003,0.04560790312097174,0.0035232564,0.003693711,0.0,0.25,-0.069397375,-0.05997753,0.36801973,-1.4853859,1.0748076,3.2878528,3.5468187,1.0,1.0,31.450064,33.523045,False,18 vs 08,18,08
ZNF335,0.5112,0.4888,0.044807494309489715,0.00011339785,0.00011352173,0.0,0.25,-0.0005701668,-0.0067868233,0.40433928,-1.3946486,1.571825,0.13244696,0.15755719,0.3675,0.405,1.2354944,1.4593757,False,18 vs 08,18,08
PPP1R15B,0.5112,0.4888,0.044807494309489715,0.0006095291,0.000638157,0.0,0.25,-0.066970535,-0.06260824,0.39405647,-1.8835268,1.5255241,0.68837607,0.70692086,0.905,0.9025,6.3620715,6.4633875,False,18 vs 08,18,08
TBL1XR1,0.511,0.489,0.04400709984840645,0.0007654787,0.00075518474,0.0,0.25,0.016999826,0.006368637,0.3973754,-1.5567465,1.6137638,0.87700564,0.8357836,0.92,0.925,8.10122,7.6071057,False,18 vs 08,18,08
PRKAB1,0.511,0.489,0.04400709984840645,0.00016037878,0.00014708978,0.0,0.25,0.13097404,0.13312149,0.37166008,-1.1582832,1.4592342,0.20238276,0.17129421,0.4875,0.4475,1.8933747,1.5634644,False,18 vs 08,18,08
TINF2,0.5108,0.48919999999999997,0.043206719480963884,9.2935064e-05,0.00010059006,0.0,0.25,-0.113503516,-0.11660719,0.37296763,-1.4056787,1.4663773,0.1043768,0.10849724,0.2825,0.3075,0.9775227,1.0036702,False,18 vs 08,18,08
MYL6,0.5106,0.48939999999999995,0.04240635295043116,0.0034052338,0.003398894,0.0,0.25,-0.001087796,0.009812117,0.38254333,-1.0990524,1.195601,3.017658,2.9952128,1.0,1.0,28.973597,28.381052,False,18 vs 08,18,08
MSX2,0.5102,0.4898,0.04080566037330402,0.00092104514,0.0009923762,0.0,0.25,-0.1098577,-0.113294125,0.36043912,-1.3407412,1.1499796,0.74946016,0.78887695,0.8625,0.875,6.9669075,7.308783,False,18 vs 08,18,08
NPEPPS,0.5096,0.49039999999999995,0.03840471886766905,0.0007226963,0.0007742352,0.0,0.25,-0.1055565,-0.10633993,0.381516,-1.614584,1.5106678,0.7828559,0.92673475,0.9275,0.9675,7.36288,8.606089,False,18 vs 08,18,08
TYK2,0.509,0.491,0.03600388803576893,0.00015331921,0.00015426136,0.0,0.25,-0.008134903,-0.005402565,0.3835452,-1.2535086,1.7613716,0.16353874,0.15280984,0.4325,0.41,1.502208,1.4128021,False,18 vs 08,18,08
MTDH,0.5086,0.49139999999999995,0.03440339221273725,0.0008716796,0.00088195264,0.0,0.25,-0.016392183,-0.02109766,0.3701724,-1.3361807,1.1413965,1.0882123,1.0531638,0.9425,0.9625,10.018979,9.669471,False,18 vs 08,18,08
CCND1,0.5084,0.49160000000000004,0.033603160951229505,0.0005326999,0.0004885334,0.0,0.25,0.12892841,0.12352276,0.35643768,-1.191205,1.5469837,0.5096485,0.547429,0.82,0.825,4.7685204,5.096183,False,18 vs 08,18,08
SRRM2,0.5078,0.49219999999999997,0.031202530689470875,0.0015663239,0.0014648995,0.0,0.25,0.09333892,0.08972597,0.35460475,-1.0328779,1.3159208,1.8611703,1.74828,0.9975,1.0,17.634022,16.394537,False,18 vs 08,18,08
CIDECP,0.5072,0.4928,0.02880199032758668,0.0001441343,0.00013065439,0.0,0.25,0.14264227,0.14119625,0.36194035,-1.382391,1.6410465,0.18356411,0.13610435,0.475,0.385,1.7257527,1.2723709,False,18 vs 08,18,08
MLLT11,0.506,0.494,0.024001151619474026,6.901189e-05,7.2124196e-05,0.0,0.25,-0.0613382,-0.064733505,0.3800547,-1.4795723,1.1478977,0.11582725,0.12405389,0.32,0.3325,1.0717679,1.1479768,False,18 vs 08,18,08
PAWR,0.5056,0.49439999999999995,0.022400936241110725,0.0004952855,0.00047184507,0.0,0.25,0.0716504,0.06786442,0.40882808,-1.3780231,1.5967636,0.51620793,0.45070636,0.8275,0.795,4.7668257,4.142812,False,18 vs 08,18,08
AP2A1,0.5054,0.49460000000000004,0.02160083943472757,0.00056128285,0.00048661247,0.0,0.25,0.20795171,0.20427036,0.31066498,-0.9120903,1.8160944,0.5000867,0.3674247,0.83,0.7175,4.742382,3.4064498,False,18 vs 08,18,08
CPNE3,0.5046,0.49539999999999995,0.01840051878366733,0.00050777337,0.0005045376,0.0,0.25,0.009284325,0.0022759438,0.39450228,-1.3651114,1.5248747,0.72507936,0.6791401,0.9275,0.8775,6.72437,6.21831,False,18 vs 08,18,08
PIM3,0.5046,0.49539999999999995,0.01840051878366733,0.00050886685,0.0005124184,0.0,0.25,-0.0031335598,0.0018696785,0.39725143,-1.6590385,1.4203587,0.48465645,0.55552787,0.7975,0.825,4.4711757,5.145368,False,18 vs 08,18,08
DCP2,0.5038,0.4962,0.015200292356791878,0.0003286278,0.00032502564,0.0,0.25,0.010505376,0.007003784,0.4051233,-1.6480494,1.9066086,0.35432136,0.38470012,0.6925,0.7125,3.2305725,3.526026,False,18 vs 08,18,08
S100A10,0.5036,0.49639999999999995,0.014400248551725392,0.0026860805,0.0026240845,0.0,0.25,0.030237686,0.039580822,0.3699344,-1.176733,1.4019642,2.5263348,2.4189713,1.0,1.0,24.195452,22.870092,False,18 vs 08,18,08
ABCD3,0.5034,0.49660000000000004,0.013600209355136617,0.0004845882,0.0004386403,0.0,0.25,0.13871734,0.12537003,0.380104,-1.2394733,1.7102518,0.59057635,0.6041677,0.8425,0.8675,5.464851,5.5553255,False,18 vs 08,18,08
PUS1,0.5034,0.49660000000000004,0.013600209355136617,0.00024987204,0.00025002565,0.0,0.25,0.003949466,-0.0009236336,0.3921227,-1.3954792,1.5117989,0.3248777,0.31258976,0.6525,0.6425,3.0479078,2.9308298,False,18 vs 08,18,08
IGSF8,0.5032,0.4968,0.01280017451095139,0.00019502715,0.00018447063,0.0,0.25,0.08044007,0.08035946,0.37414718,-1.2084818,1.6737623,0.16095343,0.15426971,0.43,0.405,1.5178746,1.4411721,False,18 vs 08,18,08
MST1R,0.5026,0.49739999999999995,0.010400093532182186,0.00012053411,0.000119892786,0.0,0.25,0.0080519905,0.011127472,0.3746379,-1.3149223,1.681634,0.10062768,0.1204465,0.275,0.345,0.9410194,1.1074506,False,18 vs 08,18,08
MUC1,0.502,0.498,0.008000042507073868,0.0021281252,0.0019596852,0.0,0.25,0.11534972,0.11746168,0.36436737,-1.3231931,1.4652739,2.2858953,1.9780061,1.0,1.0,21.664646,18.52874,False,18 vs 08,18,08
MAPT,0.5004,0.49960000000000004,0.0016000003093333826,0.00043348584,0.0004558188,0.0,0.25,-0.07267225,-0.075737,0.36447212,-1.328906,1.2312298,0.41522914,0.3841124,0.7075,0.675,3.8717997,3.571277,False,18 vs 08,18,08
AC093323.1,0.5,0.5,0.0,0.0011463322,0.0011991193,0.0,0.25,-0.062480457,-0.059592247,0.37370455,-1.3524513,1.1878805,1.299091,1.5265852,0.9825,0.9875,12.166586,14.199725,False,18 vs 08,18,08
MCEE,0.4996,0.5004,-0.0016000003093334936,0.00054491597,0.00057423895,0.0,0.25,-0.07087966,-0.06275225,0.37102938,-1.367383,1.1584587,0.46629456,0.53356594,0.7775,0.8125,4.4208612,4.9452114,False,18 vs 08,18,08
ATP13A3,0.4994,0.5005999999999999,-0.0024000011040009595,0.00083699217,0.0008573338,0.0,0.25,-0.04002336,-0.042155266,0.37971407,-1.5671053,1.75593,1.0151126,1.0502543,0.9625,0.955,9.396097,9.624275,False,18 vs 08,18,08
MTHFD2,0.4988,0.5012,-0.004800009120031312,0.0011062508,0.0011523035,0.0,0.25,-0.06221581,-0.061167717,0.37873706,-1.4230251,1.8680124,0.9800567,0.9608157,0.9425,0.9425,9.086612,8.889744,False,18 vs 08,18,08
RPL35,0.4984,0.5016,-0.006400021717466342,0.003886576,0.00392911,0.0,0.25,-0.019142004,-0.01247406,0.36127615,-1.1431756,1.0715733,3.1680148,3.1586306,1.0,1.0,30.36572,29.894094,False,18 vs 08,18,08
SRSF6,0.4984,0.5016,-0.006400021717466342,0.00076896587,0.00077702594,0.0,0.25,-0.017739316,-0.016104221,0.370475,-1.32518,1.2803297,0.7668839,0.7503987,0.92,0.9125,7.1142554,6.87098,False,18 vs 08,18,08
PURB,0.4974,0.5025999999999999,-0.010400093532181853,0.0005972655,0.0005920639,0.0,0.25,0.008800851,-0.0045876503,0.36424738,-1.0747643,1.0557833,0.74324006,0.73176557,0.91,0.9225,6.877261,6.7295313,False,18 vs 08,18,08
WNK1,0.4968,0.5032,-0.01280017451095139,0.0006752601,0.00070462463,0.0,0.25,-0.06595587,-0.06951761,0.3719676,-1.170866,1.2907791,0.7009095,0.7278097,0.895,0.9375,6.4887743,6.6878266,False,18 vs 08,18,08
